CODI_PROVINCIA,PROVINCIA,CODI_MUNICIPI,MUNICIPI,ESTACIO,CODI_CONTAMINANT,ANY,MES,DIA,DATE,DATETIME,HOUR,VALUE,HOUR2D,VALIDATION
8,Barcelona,19,Barcelona,43,22,2025,8,20,2025-08-20,2025-08-20T17:00:00Z,17,1983,17,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,20,2025-08-20,2025-08-20T18:00:00Z,18,1394,18,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,20,2025-08-20,2025-08-20T19:00:00Z,19,1858,19,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,20,2025-08-20,2025-08-20T20:00:00Z,20,1100,20,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,20,2025-08-20,2025-08-20T21:00:00Z,21,1359,21,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,20,2025-08-20,2025-08-20T22:00:00Z,22,1515,22,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,20,2025-08-20,2025-08-20T23:00:00Z,23,1161,23,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,20,2025-08-20,2025-08-20T00:00:00Z,24,1221,24,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,21,2025-08-21,2025-08-21T01:00:00Z,1,871,01,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,21,2025-08-21,2025-08-21T02:00:00Z,2,615,02,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,21,2025-08-21,2025-08-21T03:00:00Z,3,708,03,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,21,2025-08-21,2025-08-21T04:00:00Z,4,789,04,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,21,2025-08-21,2025-08-21T05:00:00Z,5,759,05,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,21,2025-08-21,2025-08-21T06:00:00Z,6,787,06,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,21,2025-08-21,2025-08-21T07:00:00Z,7,485,07,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,21,2025-08-21,2025-08-21T08:00:00Z,8,519,08,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,21,2025-08-21,2025-08-21T09:00:00Z,9,673,09,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,21,2025-08-21,2025-08-21T10:00:00Z,10,807,10,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,21,2025-08-21,2025-08-21T11:00:00Z,11,980,11,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,21,2025-08-21,2025-08-21T12:00:00Z,12,648,12,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,21,2025-08-21,2025-08-21T13:00:00Z,13,1451,13,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,21,2025-08-21,2025-08-21T14:00:00Z,14,817,14,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,21,2025-08-21,2025-08-21T15:00:00Z,15,502,15,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,21,2025-08-21,2025-08-21T16:00:00Z,16,1145,16,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,21,2025-08-21,2025-08-21T17:00:00Z,17,823,17,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,21,2025-08-21,2025-08-21T18:00:00Z,18,795,18,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,21,2025-08-21,2025-08-21T19:00:00Z,19,1012,19,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,21,2025-08-21,2025-08-21T20:00:00Z,20,825,20,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,21,2025-08-21,2025-08-21T21:00:00Z,21,788,21,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,21,2025-08-21,2025-08-21T22:00:00Z,22,733,22,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,21,2025-08-21,2025-08-21T23:00:00Z,23,644,23,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,21,2025-08-21,2025-08-21T00:00:00Z,24,380,24,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,22,2025-08-22,2025-08-22T02:00:00Z,2,615,02,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,22,2025-08-22,2025-08-22T03:00:00Z,3,510,03,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,22,2025-08-22,2025-08-22T04:00:00Z,4,403,04,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,22,2025-08-22,2025-08-22T05:00:00Z,5,444,05,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,22,2025-08-22,2025-08-22T06:00:00Z,6,1015,06,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,22,2025-08-22,2025-08-22T07:00:00Z,7,608,07,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,22,2025-08-22,2025-08-22T08:00:00Z,8,985,08,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,22,2025-08-22,2025-08-22T09:00:00Z,9,935,09,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,22,2025-08-22,2025-08-22T10:00:00Z,10,907,10,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,22,2025-08-22,2025-08-22T11:00:00Z,11,840,11,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,22,2025-08-22,2025-08-22T12:00:00Z,12,1350,12,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,22,2025-08-22,2025-08-22T13:00:00Z,13,1246,13,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,22,2025-08-22,2025-08-22T14:00:00Z,14,1333,14,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,22,2025-08-22,2025-08-22T15:00:00Z,15,1039,15,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,22,2025-08-22,2025-08-22T16:00:00Z,16,803,16,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,22,2025-08-22,2025-08-22T17:00:00Z,17,1075,17,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,22,2025-08-22,2025-08-22T18:00:00Z,18,628,18,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,22,2025-08-22,2025-08-22T19:00:00Z,19,801,19,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,22,2025-08-22,2025-08-22T20:00:00Z,20,870,20,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,22,2025-08-22,2025-08-22T21:00:00Z,21,929,21,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,22,2025-08-22,2025-08-22T22:00:00Z,22,1034,22,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,22,2025-08-22,2025-08-22T23:00:00Z,23,1331,23,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,22,2025-08-22,2025-08-22T00:00:00Z,24,1183,24,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,23,2025-08-23,2025-08-23T01:00:00Z,1,1181,01,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,23,2025-08-23,2025-08-23T02:00:00Z,2,869,02,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,23,2025-08-23,2025-08-23T03:00:00Z,3,710,03,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,23,2025-08-23,2025-08-23T04:00:00Z,4,602,04,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,23,2025-08-23,2025-08-23T05:00:00Z,5,578,05,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,23,2025-08-23,2025-08-23T06:00:00Z,6,847,06,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,23,2025-08-23,2025-08-23T07:00:00Z,7,618,07,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,23,2025-08-23,2025-08-23T08:00:00Z,8,671,08,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,23,2025-08-23,2025-08-23T09:00:00Z,9,616,09,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,23,2025-08-23,2025-08-23T10:00:00Z,10,659,10,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,23,2025-08-23,2025-08-23T11:00:00Z,11,1096,11,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,23,2025-08-23,2025-08-23T12:00:00Z,12,614,12,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,23,2025-08-23,2025-08-23T13:00:00Z,13,926,13,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,23,2025-08-23,2025-08-23T14:00:00Z,14,804,14,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,23,2025-08-23,2025-08-23T15:00:00Z,15,548,15,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,23,2025-08-23,2025-08-23T16:00:00Z,16,476,16,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,23,2025-08-23,2025-08-23T17:00:00Z,17,698,17,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,23,2025-08-23,2025-08-23T18:00:00Z,18,809,18,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,23,2025-08-23,2025-08-23T19:00:00Z,19,680,19,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,23,2025-08-23,2025-08-23T20:00:00Z,20,839,20,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,23,2025-08-23,2025-08-23T21:00:00Z,21,678,21,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,23,2025-08-23,2025-08-23T22:00:00Z,22,877,22,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,23,2025-08-23,2025-08-23T23:00:00Z,23,845,23,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,23,2025-08-23,2025-08-23T00:00:00Z,24,831,24,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,24,2025-08-24,2025-08-24T01:00:00Z,1,776,01,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,24,2025-08-24,2025-08-24T02:00:00Z,2,603,02,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,24,2025-08-24,2025-08-24T03:00:00Z,3,653,03,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,24,2025-08-24,2025-08-24T04:00:00Z,4,647,04,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,24,2025-08-24,2025-08-24T05:00:00Z,5,614,05,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,24,2025-08-24,2025-08-24T06:00:00Z,6,724,06,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,24,2025-08-24,2025-08-24T07:00:00Z,7,620,07,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,24,2025-08-24,2025-08-24T08:00:00Z,8,625,08,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,24,2025-08-24,2025-08-24T09:00:00Z,9,940,09,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,24,2025-08-24,2025-08-24T10:00:00Z,10,989,10,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,24,2025-08-24,2025-08-24T11:00:00Z,11,1208,11,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,24,2025-08-24,2025-08-24T12:00:00Z,12,1160,12,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,24,2025-08-24,2025-08-24T13:00:00Z,13,740,13,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,24,2025-08-24,2025-08-24T14:00:00Z,14,737,14,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,24,2025-08-24,2025-08-24T15:00:00Z,15,610,15,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,24,2025-08-24,2025-08-24T16:00:00Z,16,747,16,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,24,2025-08-24,2025-08-24T17:00:00Z,17,844,17,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,24,2025-08-24,2025-08-24T18:00:00Z,18,1891,18,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,24,2025-08-24,2025-08-24T19:00:00Z,19,1092,19,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,24,2025-08-24,2025-08-24T20:00:00Z,20,863,20,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,24,2025-08-24,2025-08-24T21:00:00Z,21,973,21,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,24,2025-08-24,2025-08-24T22:00:00Z,22,1263,22,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,24,2025-08-24,2025-08-24T23:00:00Z,23,809,23,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,24,2025-08-24,2025-08-24T00:00:00Z,24,880,24,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,25,2025-08-25,2025-08-25T01:00:00Z,1,759,01,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,25,2025-08-25,2025-08-25T02:00:00Z,2,778,02,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,25,2025-08-25,2025-08-25T03:00:00Z,3,617,03,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,25,2025-08-25,2025-08-25T04:00:00Z,4,614,04,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,25,2025-08-25,2025-08-25T05:00:00Z,5,715,05,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,25,2025-08-25,2025-08-25T06:00:00Z,6,726,06,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,25,2025-08-25,2025-08-25T07:00:00Z,7,765,07,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,25,2025-08-25,2025-08-25T08:00:00Z,8,958,08,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,25,2025-08-25,2025-08-25T09:00:00Z,9,1149,09,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,25,2025-08-25,2025-08-25T10:00:00Z,10,1079,10,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,25,2025-08-25,2025-08-25T11:00:00Z,11,1550,11,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,25,2025-08-25,2025-08-25T12:00:00Z,12,2243,12,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,25,2025-08-25,2025-08-25T13:00:00Z,13,2286,13,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,25,2025-08-25,2025-08-25T14:00:00Z,14,2887,14,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,25,2025-08-25,2025-08-25T15:00:00Z,15,2292,15,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,25,2025-08-25,2025-08-25T16:00:00Z,16,1538,16,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,25,2025-08-25,2025-08-25T17:00:00Z,17,1773,17,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,25,2025-08-25,2025-08-25T18:00:00Z,18,1467,18,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,25,2025-08-25,2025-08-25T19:00:00Z,19,1229,19,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,25,2025-08-25,2025-08-25T20:00:00Z,20,1037,20,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,25,2025-08-25,2025-08-25T21:00:00Z,21,1477,21,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,25,2025-08-25,2025-08-25T22:00:00Z,22,1561,22,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,25,2025-08-25,2025-08-25T23:00:00Z,23,1891,23,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,25,2025-08-25,2025-08-25T00:00:00Z,24,2283,24,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,26,2025-08-26,2025-08-26T01:00:00Z,1,2600,01,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,26,2025-08-26,2025-08-26T02:00:00Z,2,2379,02,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,26,2025-08-26,2025-08-26T03:00:00Z,3,2795,03,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,26,2025-08-26,2025-08-26T04:00:00Z,4,3497,04,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,26,2025-08-26,2025-08-26T05:00:00Z,5,3617,05,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,26,2025-08-26,2025-08-26T06:00:00Z,6,3382,06,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,26,2025-08-26,2025-08-26T07:00:00Z,7,3154,07,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,26,2025-08-26,2025-08-26T08:00:00Z,8,4196,08,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,26,2025-08-26,2025-08-26T09:00:00Z,9,5513,09,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,26,2025-08-26,2025-08-26T10:00:00Z,10,2851,10,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,26,2025-08-26,2025-08-26T11:00:00Z,11,2887,11,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,26,2025-08-26,2025-08-26T12:00:00Z,12,1741,12,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,26,2025-08-26,2025-08-26T13:00:00Z,13,1532,13,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,26,2025-08-26,2025-08-26T14:00:00Z,14,1132,14,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,26,2025-08-26,2025-08-26T15:00:00Z,15,1204,15,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,26,2025-08-26,2025-08-26T16:00:00Z,16,1014,16,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,26,2025-08-26,2025-08-26T17:00:00Z,17,1140,17,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,26,2025-08-26,2025-08-26T18:00:00Z,18,1075,18,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,26,2025-08-26,2025-08-26T19:00:00Z,19,1171,19,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,26,2025-08-26,2025-08-26T20:00:00Z,20,1280,20,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,26,2025-08-26,2025-08-26T21:00:00Z,21,1283,21,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,26,2025-08-26,2025-08-26T22:00:00Z,22,989,22,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,26,2025-08-26,2025-08-26T23:00:00Z,23,902,23,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,26,2025-08-26,2025-08-26T00:00:00Z,24,835,24,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,27,2025-08-27,2025-08-27T01:00:00Z,1,1136,01,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,27,2025-08-27,2025-08-27T02:00:00Z,2,1657,02,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,27,2025-08-27,2025-08-27T03:00:00Z,3,1225,03,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,27,2025-08-27,2025-08-27T04:00:00Z,4,1038,04,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,27,2025-08-27,2025-08-27T05:00:00Z,5,860,05,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,27,2025-08-27,2025-08-27T06:00:00Z,6,1240,06,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,27,2025-08-27,2025-08-27T07:00:00Z,7,1154,07,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,27,2025-08-27,2025-08-27T08:00:00Z,8,1640,08,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,27,2025-08-27,2025-08-27T09:00:00Z,9,3818,09,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,27,2025-08-27,2025-08-27T10:00:00Z,10,2508,10,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,27,2025-08-27,2025-08-27T11:00:00Z,11,1909,11,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,27,2025-08-27,2025-08-27T12:00:00Z,12,1815,12,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,27,2025-08-27,2025-08-27T13:00:00Z,13,2063,13,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,27,2025-08-27,2025-08-27T14:00:00Z,14,1431,14,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,27,2025-08-27,2025-08-27T15:00:00Z,15,1226,15,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,27,2025-08-27,2025-08-27T16:00:00Z,16,1254,16,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,27,2025-08-27,2025-08-27T17:00:00Z,17,1589,17,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,27,2025-08-27,2025-08-27T18:00:00Z,18,1100,18,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,27,2025-08-27,2025-08-27T19:00:00Z,19,1147,19,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,27,2025-08-27,2025-08-27T20:00:00Z,20,1092,20,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,27,2025-08-27,2025-08-27T21:00:00Z,21,1096,21,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,27,2025-08-27,2025-08-27T22:00:00Z,22,1131,22,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,27,2025-08-27,2025-08-27T23:00:00Z,23,1194,23,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,27,2025-08-27,2025-08-27T00:00:00Z,24,1179,24,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,28,2025-08-28,2025-08-28T01:00:00Z,1,1198,01,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,28,2025-08-28,2025-08-28T02:00:00Z,2,823,02,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,28,2025-08-28,2025-08-28T03:00:00Z,3,789,03,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,28,2025-08-28,2025-08-28T04:00:00Z,4,769,04,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,28,2025-08-28,2025-08-28T05:00:00Z,5,905,05,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,28,2025-08-28,2025-08-28T06:00:00Z,6,921,06,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,28,2025-08-28,2025-08-28T07:00:00Z,7,1091,07,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,28,2025-08-28,2025-08-28T08:00:00Z,8,1166,08,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,28,2025-08-28,2025-08-28T09:00:00Z,9,2903,09,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,28,2025-08-28,2025-08-28T10:00:00Z,10,2230,10,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,28,2025-08-28,2025-08-28T11:00:00Z,11,2563,11,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,28,2025-08-28,2025-08-28T12:00:00Z,12,2673,12,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,28,2025-08-28,2025-08-28T13:00:00Z,13,2739,13,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,28,2025-08-28,2025-08-28T14:00:00Z,14,1619,14,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,28,2025-08-28,2025-08-28T15:00:00Z,15,1718,15,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,28,2025-08-28,2025-08-28T16:00:00Z,16,1708,16,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,28,2025-08-28,2025-08-28T17:00:00Z,17,1279,17,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,28,2025-08-28,2025-08-28T18:00:00Z,18,888,18,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,28,2025-08-28,2025-08-28T19:00:00Z,19,770,19,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,28,2025-08-28,2025-08-28T20:00:00Z,20,768,20,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,28,2025-08-28,2025-08-28T21:00:00Z,21,962,21,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,28,2025-08-28,2025-08-28T22:00:00Z,22,1119,22,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,28,2025-08-28,2025-08-28T23:00:00Z,23,1080,23,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,28,2025-08-28,2025-08-28T00:00:00Z,24,1386,24,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,29,2025-08-29,2025-08-29T02:00:00Z,2,908,02,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,29,2025-08-29,2025-08-29T03:00:00Z,3,772,03,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,29,2025-08-29,2025-08-29T04:00:00Z,4,687,04,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,29,2025-08-29,2025-08-29T05:00:00Z,5,327,05,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,29,2025-08-29,2025-08-29T06:00:00Z,6,411,06,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,29,2025-08-29,2025-08-29T07:00:00Z,7,324,07,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,29,2025-08-29,2025-08-29T08:00:00Z,8,422,08,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,29,2025-08-29,2025-08-29T09:00:00Z,9,589,09,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,29,2025-08-29,2025-08-29T10:00:00Z,10,1008,10,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,29,2025-08-29,2025-08-29T11:00:00Z,11,741,11,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,29,2025-08-29,2025-08-29T12:00:00Z,12,694,12,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,29,2025-08-29,2025-08-29T13:00:00Z,13,974,13,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,29,2025-08-29,2025-08-29T14:00:00Z,14,992,14,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,29,2025-08-29,2025-08-29T15:00:00Z,15,1024,15,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,29,2025-08-29,2025-08-29T16:00:00Z,16,641,16,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,29,2025-08-29,2025-08-29T17:00:00Z,17,479,17,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,29,2025-08-29,2025-08-29T18:00:00Z,18,472,18,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,29,2025-08-29,2025-08-29T19:00:00Z,19,603,19,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,29,2025-08-29,2025-08-29T20:00:00Z,20,638,20,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,29,2025-08-29,2025-08-29T21:00:00Z,21,1219,21,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,29,2025-08-29,2025-08-29T22:00:00Z,22,744,22,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,29,2025-08-29,2025-08-29T23:00:00Z,23,694,23,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,29,2025-08-29,2025-08-29T00:00:00Z,24,414,24,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,30,2025-08-30,2025-08-30T01:00:00Z,1,384,01,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,30,2025-08-30,2025-08-30T02:00:00Z,2,264,02,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,30,2025-08-30,2025-08-30T03:00:00Z,3,242,03,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,30,2025-08-30,2025-08-30T04:00:00Z,4,488,04,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,30,2025-08-30,2025-08-30T05:00:00Z,5,358,05,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,30,2025-08-30,2025-08-30T06:00:00Z,6,412,06,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,30,2025-08-30,2025-08-30T07:00:00Z,7,374,07,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,30,2025-08-30,2025-08-30T08:00:00Z,8,700,08,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,30,2025-08-30,2025-08-30T09:00:00Z,9,975,09,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,30,2025-08-30,2025-08-30T10:00:00Z,10,1263,10,Valid
8,Barcelona,19,Barcelona,43,22,2025,8,30,2025-08-30,2025-08-30T11:00:00Z,11,1296,11,Valid
